it_infinitive,en_infinitive,tense,1s,2s,3s,1p,2p,3p
VEDERE,TO SEE,PASSATO REMOTO,"VIDI, VEDETTI",VEDESTI,"VIDE, VEDETTE",VEDEMMO,VEDESTE,"VIDERO, VEDERONO, VEDETTERO"
VEDERE,TO SEE,FUTURO SEMPLICE,"VEDRÒ, VEDERÒ","VEDRAI, VEDERAI","VEDRÀ, VEDERÀ","VEDREMO, VEDEREMO","VEDRETE, VEDERETE","VEDRANNO, VEDERANNO"
VEDERE,TO SEE,PASSATO PROSSIMO,"HO VEDUTO, VISTO","HAI VEDUTO, VISTO","HA VEDUTO, VISTO","ABBIAMO VEDUTO, VISTO","AVETE VEDUTO, VISTO","HANNO VEDUTO, VISTO"
VEDERE,TO SEE,TRAPASSATO PROSSIMO,"AVEVO VEDUTO, VISTO","AVEVI VEDUTO, VISTO","AVEVA VEDUTO, VISTO","AVEVAMO VEDUTO, VISTO","AVEVATE VEDUTO, VISTO","AVEVANO VEDUTO, VISTO"
VEDERE,TO SEE,TRAPASSATO REMOTO,"EBBI VEDUTO, VISTO","AVESTI VEDUTO, VISTO","EBBE VEDUTO, VISTO","AVEMMO VEDUTO, VISTO","AVESTE VEDUTO, VISTO","EBBERO VEDUTO, VISTO"
VEDERE,TO SEE,FUTURO ANTERIORE,"AVRÒ VEDUTO, VISTO","AVRAI VEDUTO, VISTO","AVRÀ VEDUTO, VISTO","AVREMO VEDUTO, VISTO","AVRETE VEDUTO, VISTO","AVRANNO VEDUTO, VISTO"
VEDERE,TO SEE,PRESENTE CONGIUNTIVO,VEDA,VEDA,VEDA,VEDIAMO,VEDIATE,VEDANO
VEDERE,TO SEE,IMPERFETTO CONGIUNTIVO,VEDESSI,VEDESSI,VEDESSE,VEDESSIMO,VEDESTE,VEDESSERO
VEDERE,TO SEE,PASSATO CONGIUNTIVO,"ABBIA VEDUTO, VISTO","ABBIA VEDUTO, VISTO","ABBIA VEDUTO, VISTO","ABBIAMO VEDUTO, VISTO","ABBIATE VEDUTO, VISTO","ABBIANO VEDUTO, VISTO"
VEDERE,TO SEE,TRAPASSATO CONGIUNTIVO,"AVESSI VEDUTO, VISTO","AVESSI VEDUTO, VISTO","AVESSE VEDUTO, VISTO","AVESSIMO VEDUTO, VISTO","AVESTE VEDUTO, VISTO","AVESSERO VEDUTO, VISTO"
VEDERE,TO SEE,PRESENTE CONDIZIONALE,VEDREI,VEDRESTI,VEDREBBE,VEDREMMO,VEDRESTE,VEDREBBERO
VEDERE,TO SEE,PASSATO CONDIZIONALE,"AVREI VEDUTO, VISTO","AVRESTI VEDUTO, VISTO","AVREBBE VEDUTO, VISTO","AVREMMO VEDUTO, VISTO","AVRESTE VEDUTO, VISTO","AVREBBERO VEDUTO, VISTO"
VEDERE,TO SEE,IMPERATIVO,,VEDI,VEDA,VEDIAMO,VEDETE,VEDANO
PARLARE,TO TALK,PRESENTE,PARLO,PARLI,PARLA,PARLIAMO,PARLATE,PARLANO
PARLARE,TO TALK,IMPERFETTO,PARLAVO,PARLAVI,PARLAVA,PARLAVAMO,PARLAVATE,PARLAVANO
PARLARE,TO TALK,PASSATO REMOTO,PARLAI,PARLASTI,PARLÒ,PARLAMMO,PARLASTE,PARLARONO
PARLARE,TO TALK,FUTURO SEMPLICE,PARLERÒ,PARLERAI,PARLERÀ,PARLEREMO,PARLERETE,PARLERANNO
PARLARE,TO TALK,PASSATO PROSSIMO,HO PARLATO,HAI PARLATO,HA PARLATO,ABBIAMO PARLATO,AVETE PARLATO,HANNO PARLATO
PARLARE,TO TALK,TRAPASSATO PROSSIMO,AVEVO PARLATO,AVEVI PARLATO,AVEVA PARLATO,AVEVAMO PARLATO,AVEVATE PARLATO,AVEVANO PARLATO
PARLARE,TO TALK,TRAPASSATO REMOTO,EBBI PARLATO,AVESTI PARLATO,EBBE PARLATO,AVEMMO PARLATO,AVESTE PARLATO,EBBERO PARLATO
PARLARE,TO TALK,FUTURO ANTERIORE,AVRÒ PARLATO,AVRAI PARLATO,AVRÀ PARLATO,AVREMO PARLATO,AVRETE PARLATO,AVRANNO PARLATO
PARLARE,TO TALK,PRESENTE CONGIUNTIVO,PARLI,PARLI,PARLI,PARLIAMO,PARLIATE,PARLINO
PARLARE,TO TALK,IMPERFETTO CONGIUNTIVO,PARLASSI,PARLASSI,PARLASSE,PARLASSIMO,PARLASTE,PARLASSERO
PARLARE,TO TALK,PASSATO CONGIUNTIVO,ABBIA PARLATO,ABBIA PARLATO,ABBIA PARLATO,ABBIAMO PARLATO,ABBIATE PARLATO,ABBIANO PARLATO
PARLARE,TO TALK,TRAPASSATO CONGIUNTIVO,AVESSI PARLATO,AVESSI PARLATO,AVESSE PARLATO,AVESSIMO PARLATO,AVESTE PARLATO,AVESSERO PARLATO
PARLARE,TO TALK,PRESENTE CONDIZIONALE,PARLEREI,PARLERESTI,PARLEREBBE,PARLEREMMO,PARLERESTE,PARLEREBBERO
PARLARE,TO TALK,PASSATO CONDIZIONALE,AVREI PARLATO,AVRESTI PARLATO,AVREBBE PARLATO,AVREMMO PARLATO,AVRESTE PARLATO,AVREBBERO PARLATO
PARLARE,TO TALK,IMPERATIVO,,PARLA,PARLI,PARLIAMO,PARLATE,PARLINO
USCIRE,TO GO OUT,PRESENTE,ESCO,ESCI,ESCE,USCIAMO,USCITE,ESCONO
USCIRE,TO GO OUT,IMPERFETTO,USCIVO,USCIVI,USCIVA,USCIVAMO,USCIVATE,USCIVANO
USCIRE,TO GO OUT,PASSATO REMOTO,USCII,USCISTI,USCÌ,USCIMMO,USCISTE,USCIRONO
USCIRE,TO GO OUT,FUTURO SEMPLICE,USCIRÒ,USCIRAI,USCIRÀ,USCIREMO,USCIRETE,USCIRANNO
USCIRE,TO GO OUT,PASSATO PROSSIMO,SONO USCITO/A,SEI USCITO/A,È USCITO/A,SIAMO USCITI/E,SIETE USCITI/E,SONO USCITI/E
USCIRE,TO GO OUT,TRAPASSATO PROSSIMO,ERO USCITO/A,ERI USCITO/A,ERA USCITO/A,ERAVAMO USCITI/E,ERAVATE USCITI/E,ERANO USCITI/E
USCIRE,TO GO OUT,TRAPASSATO REMOTO,FUI USCITO/A,FOSTI USCITO/A,FU USCITO/A,FUMMO USCITI/E,FOSTE USCITI/E,FURONO USCITI/E
USCIRE,TO GO OUT,FUTURO ANTERIORE,SARÒ USCITO/A,SARAI USCITO/A,SARÀ USCITO/A,SAREMO USCITI/E,SARETE USCITI/E,SARANNO USCITI/E
USCIRE,TO GO OUT,PRESENTE CONGIUNTIVO,ESCA,ESCA,ESCA,USCIAMO,USCIATE,ESCANO
USCIRE,TO GO OUT,IMPERFETTO CONGIUNTIVO,USCISSI,USCISSI,USCISSE,USCISSIMO,USCISTE,USCISSERO
USCIRE,TO GO OUT,PASSATO CONGIUNTIVO,SIA USCITO/A,SIA USCITO/A,SIA USCITO/A,SIAMO USCITI/E,SIATE USCITI/E,SIANO USCITI/E
USCIRE,TO GO OUT,TRAPASSATO CONGIUNTIVO,FOSSI USCITO/A,FOSSI USCITO/A,FOSSE USCITO/A,FOSSIMO USCITI/E,FOSTE USCITI/E,FOSSERO USCITI/E
USCIRE,TO GO OUT,PRESENTE CONDIZIONALE,USCIREI,USCIRESTI,USCIREBBE,USCIREMMO,USCIRESTE,USCIREBBERO
USCIRE,TO GO OUT,PASSATO CONDIZIONALE,SAREI USCITO/A,SARESTI USCITO/A,SAREBBE USCITO/A,SAREMMO USCITI/E,SARESTE USCITI/E,SAREBBERO USCITI/E
USCIRE,TO GO OUT,IMPERATIVO,,ESCI,ESCA,USCIAMO,USCITE,ESCANO
PRENDERE,TO TAKE,PRESENTE,PRENDO,PRENDI,PRENDE,PRENDIAMO,PRENDETE,PRENDONO
PRENDERE,TO TAKE,IMPERFETTO,PRENDEVO,PRENDEVI,PRENDEVA,PRENDEVAMO,PRENDEVATE,PRENDEVANO
PRENDERE,TO TAKE,PASSATO REMOTO,PRESI,PRENDESTI,PRESE,PRENDEMMO,PRENDESTE,PRESERO
PRENDERE,TO TAKE,FUTURO SEMPLICE,PRENDERÒ,PRENDERAI,PRENDERÀ,PRENDEREMO,PRENDERETE,PRENDERANNO
PRENDERE,TO TAKE,PASSATO PROSSIMO,HO PRESO,HAI PRESO,HA PRESO,ABBIAMO PRESO,AVETE PRESO,HANNO PRESO
PRENDERE,TO TAKE,TRAPASSATO PROSSIMO,AVEVO PRESO,AVEVI PRESO,AVEVA PRESO,AVEVAMO PRESO,AVEVATE PRESO,AVEVANO PRESO
PRENDERE,TO TAKE,TRAPASSATO REMOTO,EBBI PRESO,AVESTI PRESO,EBBE PRESO,AVEMMO PRESO,AVESTE PRESO,EBBERO PRESO
PRENDERE,TO TAKE,FUTURO ANTERIORE,AVRÒ PRESO,AVRAI PRESO,AVRÀ PRESO,AVREMO PRESO,AVRETE PRESO,AVRANNO PRESO
PRENDERE,TO TAKE,PRESENTE CONGIUNTIVO,PRENDA,PRENDA,PRENDA,PRENDIAMO,PRENDIATE,PRENDANO
PRENDERE,TO TAKE,IMPERFETTO CONGIUNTIVO,PRENDESSI,PRENDESSI,PRENDESSE,PRENDESSIMO,PRENDESTE,PRENDESSERO
PRENDERE,TO TAKE,PASSATO CONGIUNTIVO,ABBIA PRESO,ABBIA PRESO,ABBIA PRESO,ABBIAMO PRESO,ABBIATE PRESO,ABBIANO PRESO
PRENDERE,TO TAKE,TRAPASSATO CONGIUNTIVO,AVESSI PRESO,AVESSI PRESO,AVESSE PRESO,AVESSIMO PRESO,AVESTE PRESO,AVESSERO PRESO
PRENDERE,TO TAKE,PRESENTE CONDIZIONALE,PRENDEREI,PRENDERESTI,PRENDEREBBE,PRENDEREMMO,PRENDERESTE,PRENDEREBBERO
PRENDERE,TO TAKE,PASSATO CONDIZIONALE,AVREI PRESO,AVRESTI PRESO,AVREBBE PRESO,AVREMMO PRESO,AVRESTE PRESO,AVREBBERO PRESO
PRENDERE,TO TAKE,IMPERATIVO,,PRENDI,PRENDA,PRENDIAMO,PRENDETE,PRENDANO
PIACERE,TO LIKE,PRESENTE,PIACCIO,PIACI,PIACE,"PIACCIAMO, PIACIAMO",PIACETE,"PIACCIONO, PIACIONO"
PIACERE,TO LIKE,IMPERFETTO,PIACEVO,PIACEVI,PIACEVA,PIACEVAMO,PIACEVATE,PIACEVANO
PIACERE,TO LIKE,PASSATO REMOTO,PIACQUI,PIACESTI,PIACQUE,PIACEMMO,PIACESTE,PIACQUERO
PIACERE,TO LIKE,FUTURO SEMPLICE,PIACERÒ,PIACERAI,PIACERÀ,PIACEREMO,PIACERETE,PIACERANNO
PIACERE,TO LIKE,PASSATO PROSSIMO,SONO PIACIUTO/A,SEI PIACIUTO/A,È PIACIUTO/A,SIAMO PIACIUTI/E,SIETE PIACIUTI/E,SONO PIACIUTI/E
PIACERE,TO LIKE,TRAPASSATO PROSSIMO,ERO PIACIUTO/A,ERI PIACIUTO/A,ERA PIACIUTO/A,ERAVAMO PIACIUTI/E,ERAVATE PIACIUTI/E,ERANO PIACIUTI/E
PIACERE,TO LIKE,TRAPASSATO REMOTO,FUI PIACIUTO/A,FOSTI PIACIUTO/A,FU PIACIUTO/A,FUMMO PIACIUTI/E,FOSTE PIACIUTI/E,FURONO PIACIUTI/E
PIACERE,TO LIKE,FUTURO ANTERIORE,SARÒ PIACIUTO/A,SARAI PIACIUTO/A,SARÀ PIACIUTO/A,SAREMO PIACIUTI/E,SARETE PIACIUTI/E,SARANNO PIACIUTI/E
PIACERE,TO LIKE,PRESENTE CONGIUNTIVO,PIACCIA,PIACCIA,PIACCIA,"PIACCIAMO, PIACIAMO","PIACCIATE, PIACIATE",PIACCIANO
PIACERE,TO LIKE,IMPERFETTO CONGIUNTIVO,PIACESSI,PIACESSI,PIACESSE,PIACESSIMO,PIACESTE,PIACESSERO
PIACERE,TO LIKE,PASSATO CONGIUNTIVO,SIA PIACIUTO/A,SIA PIACIUTO/A,SIA PIACIUTO/A,SIAMO PIACIUTI/E,SIATE PIACIUTI/E,SIANO PIACIUTI/E
PIACERE,TO LIKE,TRAPASSATO CONGIUNTIVO,FOSSI PIACIUTO/A,FOSSI PIACIUTO/A,FOSSE PIACIUTO/A,FOSSIMO PIACIUTI/E,FOSTE PIACIUTI/E,FOSSERO PIACIUTI/E
PIACERE,TO LIKE,PRESENTE CONDIZIONALE,PIACEREI,PIACERESTI,PIACEREBBE,PIACEREMMO,PIACERESTE,PIACEREBBERO
PIACERE,TO LIKE,PASSATO CONDIZIONALE,SAREI PIACIUTO/A,SARESTI PIACIUTO/A,SAREBBE PIACIUTO/A,SAREMMO PIACIUTI/E,SARESTE PIACIUTI/E,SAREBBERO PIACIUTI/E
PIACERE,TO LIKE,IMPERATIVO,,PIACI,PIACCIA,PIACCIAMO,PIACETE,PIACCIANO
LEGGERE,TO READ,PRESENTE,LEGGO,LEGGI,LEGGE,LEGGIAMO,LEGGETE,LEGGONO
LEGGERE,TO READ,IMPERFETTO,LEGGEVO,LEGGEVI,LEGGEVA,LEGGEVAMO,LEGGEVATE,LEGGEVANO
LEGGERE,TO READ,PASSATO REMOTO,LESSI,LEGGESTI,LESSE,LEGGEMMO,LEGGESTE,LESSERO
LEGGERE,TO READ,FUTURO SEMPLICE,LEGGERÒ,LEGGERAI,LEGGERÀ,LEGGEREMO,LEGGERETE,LEGGERANNO
LEGGERE,TO READ,PASSATO PROSSIMO,HO LETTO,HAI LETTO,HA LETTO,ABBIAMO LETTO,AVETE LETTO,HANNO LETTO
LEGGERE,TO READ,TRAPASSATO PROSSIMO,AVEVO LETTO,AVEVI LETTO,AVEVA LETTO,AVEVAMO LETTO,AVEVATE LETTO,AVEVANO LETTO
LEGGERE,TO READ,TRAPASSATO REMOTO,EBBI LETTO,AVESTI LETTO,EBBE LETTO,AVEMMO LETTO,AVESTE LETTO,EBBERO LETTO
LEGGERE,TO READ,FUTURO ANTERIORE,AVRÒ LETTO,AVRAI LETTO,AVRÀ LETTO,AVREMO LETTO,AVRETE LETTO,AVRANNO LETTO
LEGGERE,TO READ,PRESENTE CONGIUNTIVO,LEGGA,LEGGA,LEGGA,LEGGIAMO,LEGGIATE,LEGGANO
LEGGERE,TO READ,IMPERFETTO CONGIUNTIVO,LEGGESSI,LEGGESSI,LEGGESSE,LEGGESSIMO,LEGGESTE,LEGGESSERO
LEGGERE,TO READ,PASSATO CONGIUNTIVO,ABBIA LETTO,ABBIA LETTO,ABBIA LETTO,ABBIAMO LETTO,ABBIATE LETTO,ABBIANO LETTO
LEGGERE,TO READ,TRAPASSATO CONGIUNTIVO,AVESSI LETTO,AVESSI LETTO,AVESSE LETTO,AVESSIMO LETTO,AVESTE LETTO,AVESSERO LETTO
LEGGERE,TO READ,PRESENTE CONDIZIONALE,LEGGEREI,LEGGERESTI,LEGGEREBBE,LEGGEREMMO,LEGGERESTE,LEGGEREBBERO
LEGGERE,TO READ,PASSATO CONDIZIONALE,AVREI LETTO,AVRESTI LETTO,AVREBBE LETTO,AVREMMO LETTO,AVRESTE LETTO,AVREBBERO LETTO
LEGGERE,TO READ,IMPERATIVO,,LEGGI,LEGGA,LEGGIAMO,LEGGETE,LEGGANO
BERE,TO DRINK,PRESENTE,BEVO,BEVI,BEVE,BEVIAMO,BEVETE,BEVONO
BERE,TO DRINK,IMPERFETTO,BEVEVO,BEVEVI,BEVEVA,BEVEVAMO,BEVEVATE,BEVEVANO
BERE,TO DRINK,PASSATO REMOTO,"BEVVI, BEVETTI, BEVEI",BEVESTI,"BEVVE, BEVETTE",BEVEMMO,BEVESTE,BEVVERO
BERE,TO DRINK,FUTURO SEMPLICE,"BERRÒ, BEVERÒ","BERRAI, BEVERAI","BERRÀ, BEVERÀ","BERREMO, BEVEREMO","BERRETE, BEVERETE","BERRANNO, BEVERANNO"
BERE,TO DRINK,PASSATO PROSSIMO,HO BEVUTO,HAI BEVUTO,HA BEVUTO,ABBIAMO BEVUTO,AVETE BEVUTO,HANNO BEVUTO
BERE,TO DRINK,TRAPASSATO PROSSIMO,AVEVO BEVUTO,AVEVI BEVUTO,AVEVA BEVUTO,AVEVAMO BEVUTO,AVEVATE BEVUTO,AVEVANO BEVUTO
BERE,TO DRINK,TRAPASSATO REMOTO,EBBI BEVUTO,AVESTI BEVUTO,EBBE BEVUTO,AVEMMO BEVUTO,AVESTE BEVUTO,EBBERO BEVUTO
BERE,TO DRINK,FUTURO ANTERIORE,AVRÒ BEVUTO,AVRAI BEVUTO,AVRÀ BEVUTO,AVREMO BEVUTO,AVRETE BEVUTO,AVRANNO BEVUTO
BERE,TO DRINK,PRESENTE CONGIUNTIVO,BEVA,BEVA,BEVA,BEVIAMO,BEVIATE,BEVANO
BERE,TO DRINK,IMPERFETTO CONGIUNTIVO,BEVESSI,BEVESSI,BEVESSE,BEVESSIMO,BEVESTE,BEVESSERO
BERE,TO DRINK,PASSATO CONGIUNTIVO,ABBIA BEVUTO,ABBIA BEVUTO,ABBIA BEVUTO,ABBIAMO BEVUTO,ABBIATE BEVUTO,ABBIANO BEVUTO
BERE,TO DRINK,TRAPASSATO CONGIUNTIVO,AVESSI BEVUTO,AVESSI BEVUTO,AVESSE BEVUTO,AVESSIMO BEVUTO,AVESTE BEVUTO,AVESSERO BEVUTO
BERE,TO DRINK,PRESENTE CONDIZIONALE,"BERREI, BEVEREI","BERRESTI, BEVERESTI","BERREBBE, BEVEREBBE","BERREMMO, BEVEREMMO","BERRESTE, BEVERESTE","BERREBBERO, BEVEREBBERO"
BERE,TO DRINK,PASSATO CONDIZIONALE,AVREI BEVUTO,AVRESTI BEVUTO,AVREBBE BEVUTO,AVREMMO BEVUTO,AVRESTE BEVUTO,AVREBBERO BEVUTO
BERE,TO DRINK,IMPERATIVO,,BEVI,BEVA,BEVIAMO,BEVETE,BEVANO
CAPIRE,TO UNDERSTAND,PRESENTE,CAPISCO,CAPISCI,CAPISCE,CAPIAMO,CAPITE,CAPISCONO
CAPIRE,TO UNDERSTAND,IMPERFETTO,CAPIVO,CAPIVI,CAPIVA,CAPIVAMO,CAPIVATE,CAPIVANO
CAPIRE,TO UNDERSTAND,PASSATO REMOTO,CAPII,CAPISTI,CAPÌ,CAPIMMO,CAPISTE,CAPIRONO
CAPIRE,TO UNDERSTAND,FUTURO SEMPLICE,CAPIRÒ,CAPIRAI,CAPIRÀ,CAPIREMO,CAPIRETE,CAPIRANNO
CAPIRE,TO UNDERSTAND,PASSATO PROSSIMO,HO CAPITO,HAI CAPITO,HA CAPITO,ABBIAMO CAPITO,AVETE CAPITO,HANNO CAPITO
CAPIRE,TO UNDERSTAND,TRAPASSATO PROSSIMO,AVEVO CAPITO,AVEVI CAPITO,AVEVA CAPITO,AVEVAMO CAPITO,AVEVATE CAPITO,AVEVANO CAPITO
CAPIRE,TO UNDERSTAND,TRAPASSATO REMOTO,EBBI CAPITO,AVESTI CAPITO,EBBE CAPITO,AVEMMO CAPITO,AVESTE CAPITO,EBBERO CAPITO
CAPIRE,TO UNDERSTAND,FUTURO ANTERIORE,AVRÒ CAPITO,AVRAI CAPITO,AVRÀ CAPITO,AVREMO CAPITO,AVRETE CAPITO,AVRANNO CAPITO
CAPIRE,TO UNDERSTAND,PRESENTE CONGIUNTIVO,CAPISCA,CAPISCA,CAPISCA,CAPIAMO,CAPIATE,CAPISCANO
CAPIRE,TO UNDERSTAND,IMPERFETTO CONGIUNTIVO,CAPISSI,CAPISSI,CAPISSE,CAPISSIMO,CAPISTE,CAPISSERO
CAPIRE,TO UNDERSTAND,PASSATO CONGIUNTIVO,ABBIA CAPITO,ABBIA CAPITO,ABBIA CAPITO,ABBIAMO CAPITO,ABBIATE CAPITO,ABBIANO CAPITO
CAPIRE,TO UNDERSTAND,TRAPASSATO CONGIUNTIVO,AVESSI CAPITO,AVESSI CAPITO,AVESSE CAPITO,AVESSIMO CAPITO,AVESTE CAPITO,AVESSERO CAPITO
CAPIRE,TO UNDERSTAND,PRESENTE CONDIZIONALE,CAPIREI,CAPIRESTI,CAPIREBBE,CAPIREMMO,CAPIRESTE,CAPIREBBERO
CAPIRE,TO UNDERSTAND,PASSATO CONDIZIONALE,AVREI CAPITO,AVRESTI CAPITO,AVREBBE CAPITO,AVREMMO CAPITO,AVRESTE CAPITO,AVREBBERO CAPITO
CAPIRE,TO UNDERSTAND,IMPERATIVO,,CAPISCI,CAPISCA,CAPIAMO,CAPITE,CAPISCANO
ARRIVARE,TO ARRIVE,PRESENTE,ARRIVO,ARRIVI,ARRIVA,ARRIVIAMO,ARRIVATE,ARRIVANO
ARRIVARE,TO ARRIVE,IMPERFETTO,ARRIVAVO,ARRIVAVI,ARRIVAVA,ARRIVAVAMO,ARRIVAVATE,ARRIVAVANO
ARRIVARE,TO ARRIVE,PASSATO REMOTO,ARRIVAI,ARRIVASTI,ARRIVÒ,ARRIVAMMO,ARRIVASTE,ARRIVARONO
ARRIVARE,TO ARRIVE,FUTURO SEMPLICE,ARRIVERÒ,ARRIVERAI,ARRIVERÀ,ARRIVEREMO,ARRIVERETE,ARRIVERANNO
ARRIVARE,TO ARRIVE,PASSATO PROSSIMO,SONO ARRIVATO/A,SEI ARRIVATO/A,È ARRIVATO/A,SIAMO ARRIVATI/E,SIETE ARRIVATI/E,SONO ARRIVATI/E
ARRIVARE,TO ARRIVE,TRAPASSATO PROSSIMO,ERO ARRIVATO/A,ERI ARRIVATO/A,ERA ARRIVATO/A,ERAVAMO ARRIVATI/E,ERAVATE ARRIVATI/E,ERANO ARRIVATI/E
ARRIVARE,TO ARRIVE,TRAPASSATO REMOTO,FUI ARRIVATO/A,FOSTI ARRIVATO/A,FU ARRIVATO/A,FUMMO ARRIVATI/E,FOSTE ARRIVATI/E,FURONO ARRIVATI/E
ARRIVARE,TO ARRIVE,FUTURO ANTERIORE,SARÒ ARRIVATO/A,SARAI ARRIVATO/A,SARÀ ARRIVATO/A,SAREMO ARRIVATI/E,SARETE ARRIVATI/E,SARANNO ARRIVATI/E
ARRIVARE,TO ARRIVE,PRESENTE CONGIUNTIVO,ARRIVI,ARRIVI,ARRIVI,ARRIVIAMO,ARRIVIATE,ARRIVINO
ARRIVARE,TO ARRIVE,IMPERFETTO CONGIUNTIVO,ARRIVASSI,ARRIVASSI,ARRIVASSE,ARRIVASSIMO,ARRIVASTE,ARRIVASSERO
ARRIVARE,TO ARRIVE,PASSATO CONGIUNTIVO,SIA ARRIVATO/A,SIA ARRIVATO/A,SIA ARRIVATO/A,SIAMO ARRIVATI/E,SIATE ARRIVATI/E,SIANO ARRIVATI/E
ARRIVARE,TO ARRIVE,TRAPASSATO CONGIUNTIVO,FOSSI ARRIVATO/A,FOSSI ARRIVATO/A,FOSSE ARRIVATO/A,FOSSIMO ARRIVATI/E,FOSTE ARRIVATI/E,FOSSERO ARRIVATI/E
ARRIVARE,TO ARRIVE,PRESENTE CONDIZIONALE,ARRIVEREI,ARRIVERESTI,ARRIVEREBBE,ARRIVEREMMO,ARRIVERESTE,ARRIVEREBBERO
ARRIVARE,TO ARRIVE,PASSATO CONDIZIONALE,SAREI ARRIVATO/A,SARESTI ARRIVATO/A,SAREBBE ARRIVATO/A,SAREMMO ARRIVATI/E,SARESTE ARRIVATI/E,SAREBBERO ARRIVATI/E
ARRIVARE,TO ARRIVE,IMPERATIVO,,ARRIVA,ARRIVI,ARRIVIAMO,ARRIVATE,ARRIVINO
SCRIVERE,TO WRITE,PRESENTE,SCRIVO,SCRIVI,SCRIVE,SCRIVIAMO,SCRIVETE,SCRIVONO
SCRIVERE,TO WRITE,IMPERFETTO,SCRIVEVO,SCRIVEVI,SCRIVEVA,SCRIVEVAMO,SCRIVEVATE,SCRIVEVANO
SCRIVERE,TO WRITE,PASSATO REMOTO,SCRISSI,SCRIVESTI,SCRISSE,SCRIVEMMO,SCRIVESTE,SCRISSERO
SCRIVERE,TO WRITE,FUTURO SEMPLICE,SCRIVERÒ,SCRIVERAI,SCRIVERÀ,SCRIVEREMO,SCRIVERETE,SCRIVERANNO
SCRIVERE,TO WRITE,PASSATO PROSSIMO,HO SCRITTO,HAI SCRITTO,HA SCRITTO,ABBIAMO SCRITTO,AVETE SCRITTO,HANNO SCRITTO
SCRIVERE,TO WRITE,TRAPASSATO PROSSIMO,AVEVO SCRITTO,AVEVI SCRITTO,AVEVA SCRITTO,AVEVAMO SCRITTO,AVEVATE SCRITTO,AVEVANO SCRITTO
SCRIVERE,TO WRITE,TRAPASSATO REMOTO,EBBI SCRITTO,AVESTI SCRITTO,EBBE SCRITTO,AVEMMO SCRITTO,AVESTE SCRITTO,EBBERO SCRITTO
SCRIVERE,TO WRITE,FUTURO ANTERIORE,AVRÒ SCRITTO,AVRAI SCRITTO,AVRÀ SCRITTO,AVREMO SCRITTO,AVRETE SCRITTO,AVRANNO SCRITTO
SCRIVERE,TO WRITE,PRESENTE CONGIUNTIVO,SCRIVA,SCRIVA,SCRIVA,SCRIVIAMO,SCRIVIATE,SCRIVANO
SCRIVERE,TO WRITE,IMPERFETTO CONGIUNTIVO,SCRIVESSI,SCRIVESSI,SCRIVESSE,SCRIVESSIMO,SCRIVESTE,SCRIVESSERO
SCRIVERE,TO WRITE,PASSATO CONGIUNTIVO,ABBIA SCRITTO,ABBIA SCRITTO,ABBIA SCRITTO,ABBIAMO SCRITTO,ABBIATE SCRITTO,ABBIANO SCRITTO
SCRIVERE,TO WRITE,TRAPASSATO CONGIUNTIVO,AVESSI SCRITTO,AVESSI SCRITTO,AVESSE SCRITTO,AVESSIMO SCRITTO,AVESTE SCRITTO,AVESSERO SCRITTO
SCRIVERE,TO WRITE,PRESENTE CONDIZIONALE,SCRIVEREI,SCRIVERESTI,SCRIVEREBBE,SCRIVEREMMO,SCRIVERESTE,SCRIVEREBBERO
SCRIVERE,TO WRITE,PASSATO CONDIZIONALE,AVREI SCRITTO,AVRESTI SCRITTO,AVREBBE SCRITTO,AVREMMO SCRITTO,AVRESTE SCRITTO,AVREBBERO SCRITTO
SCRIVERE,TO WRITE,IMPERATIVO,,SCRIVI,SCRIVA,SCRIVIAMO,SCRIVETE,SCRIVANO
PARTIRE,"TO DIVIDE, TO LEAVE",PRESENTE,PARTISCO,PARTISCI,PARTISCE,PARTIAMO,PARTITE,PARTISCONO
PARTIRE,"TO DIVIDE, TO LEAVE",IMPERFETTO,PARTIVO,PARTIVI,PARTIVA,PARTIVAMO,PARTIVATE,PARTIVANO
PARTIRE,"TO DIVIDE, TO LEAVE",PASSATO REMOTO,PARTII,PARTISTI,PARTÌ,PARTIMMO,PARTISTE,PARTIRONO
PARTIRE,"TO DIVIDE, TO LEAVE",FUTURO SEMPLICE,PARTIRÒ,PARTIRAI,PARTIRÀ,PARTIREMO,PARTIRETE,PARTIRANNO
PARTIRE,"TO DIVIDE, TO LEAVE",PASSATO PROSSIMO,HO PARTITO,HAI PARTITO,HA PARTITO,ABBIAMO PARTITO,AVETE PARTITO,HANNO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",TRAPASSATO PROSSIMO,AVEVO PARTITO,AVEVI PARTITO,AVEVA PARTITO,AVEVAMO PARTITO,AVEVATE PARTITO,AVEVANO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",TRAPASSATO REMOTO,EBBI PARTITO,AVESTI PARTITO,EBBE PARTITO,AVEMMO PARTITO,AVESTE PARTITO,EBBERO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",FUTURO ANTERIORE,AVRÒ PARTITO,AVRAI PARTITO,AVRÀ PARTITO,AVREMO PARTITO,AVRETE PARTITO,AVRANNO PARTITO
PARTIRE,"TO DIVIDE, TO LEAVE",PRESENTE CONGIUNTIVO,PARTISCA,PARTISCA,PARTISCA,PARTIAMO,PARTIATE,PARTISCANO
