it_infinitive,en_infinitive,tense,1s,2s,3s,1p,2p,3p
PIANTARE,TO PLANT,PASSATO CONDIZIONALE,AVREI PIANTATO,AVRESTI PIANTATO,AVREBBE PIANTATO,AVREMMO PIANTATO,AVRESTE PIANTATO,AVREBBERO PIANTATO
PIANTARE,TO PLANT,IMPERATIVO,,PIANTA,PIANTI,PIANTIAMO,PIANTATE,PIANTINO
COINVOLGERE,TO INVOLVE,PRESENTE,COINVOLGO,COINVOLGI,COINVOLGE,COINVOLGIAMO,COINVOLGETE,COINVOLGONO
COINVOLGERE,TO INVOLVE,IMPERFETTO,COINVOLGEVO,COINVOLGEVI,COINVOLGEVA,COINVOLGEVAMO,COINVOLGEVATE,COINVOLGEVANO
COINVOLGERE,TO INVOLVE,PASSATO REMOTO,COINVOLSI,COINVOLGESTI,COINVOLSE,COINVOLGEMMO,COINVOLGESTE,COINVOLSERO
COINVOLGERE,TO INVOLVE,FUTURO SEMPLICE,COINVOLGERÒ,COINVOLGERAI,COINVOLGERÀ,COINVOLGEREMO,COINVOLGERETE,COINVOLGERANNO
COINVOLGERE,TO INVOLVE,PASSATO PROSSIMO,HO COINVOLTO,HAI COINVOLTO,HA COINVOLTO,ABBIAMO COINVOLTO,AVETE COINVOLTO,HANNO COINVOLTO
COINVOLGERE,TO INVOLVE,TRAPASSATO PROSSIMO,AVEVO COINVOLTO,AVEVI COINVOLTO,AVEVA COINVOLTO,AVEVAMO COINVOLTO,AVEVATE COINVOLTO,AVEVANO COINVOLTO
COINVOLGERE,TO INVOLVE,TRAPASSATO REMOTO,EBBI COINVOLTO,AVESTI COINVOLTO,EBBE COINVOLTO,AVEMMO COINVOLTO,AVESTE COINVOLTO,EBBERO COINVOLTO
COINVOLGERE,TO INVOLVE,FUTURO ANTERIORE,AVRÒ COINVOLTO,AVRAI COINVOLTO,AVRÀ COINVOLTO,AVREMO COINVOLTO,AVRETE COINVOLTO,AVRANNO COINVOLTO
COINVOLGERE,TO INVOLVE,PRESENTE CONGIUNTIVO,COINVOLGA,COINVOLGA,COINVOLGA,COINVOLGIAMO,COINVOLGIATE,COINVOLGANO
COINVOLGERE,TO INVOLVE,IMPERFETTO CONGIUNTIVO,COINVOLGESSI,COINVOLGESSI,COINVOLGESSE,COINVOLGESSIMO,COINVOLGESTE,COINVOLGESSERO
COINVOLGERE,TO INVOLVE,PASSATO CONGIUNTIVO,ABBIA COINVOLTO,ABBIA COINVOLTO,ABBIA COINVOLTO,ABBIAMO COINVOLTO,ABBIATE COINVOLTO,ABBIANO COINVOLTO
COINVOLGERE,TO INVOLVE,TRAPASSATO CONGIUNTIVO,AVESSI COINVOLTO,AVESSI COINVOLTO,AVESSE COINVOLTO,AVESSIMO COINVOLTO,AVESTE COINVOLTO,AVESSERO COINVOLTO
COINVOLGERE,TO INVOLVE,PRESENTE CONDIZIONALE,COINVOLGEREI,COINVOLGERESTI,COINVOLGEREBBE,COINVOLGEREMMO,COINVOLGERESTE,COINVOLGEREBBERO
COINVOLGERE,TO INVOLVE,PASSATO CONDIZIONALE,AVREI COINVOLTO,AVRESTI COINVOLTO,AVREBBE COINVOLTO,AVREMMO COINVOLTO,AVRESTE COINVOLTO,AVREBBERO COINVOLTO
COINVOLGERE,TO INVOLVE,IMPERATIVO,,COINVOLGI,COINVOLGA,COINVOLGIAMO,COINVOLGETE,COINVOLGANO
RACCOGLIERE,TO COLLECT,PRESENTE,RACCOLGO,RACCOGLI,RACCOGLIE,RACCOGLIAMO,RACCOGLIETE,RACCOLGONO
RACCOGLIERE,TO COLLECT,IMPERFETTO,RACCOGLIEVO,RACCOGLIEVI,RACCOGLIEVA,RACCOGLIEVAMO,RACCOGLIEVATE,RACCOGLIEVANO
RACCOGLIERE,TO COLLECT,PASSATO REMOTO,RACCOLSI,RACCOGLIESTI,RACCOLSE,RACCOGLIEMMO,RACCOGLIESTE,RACCOLSERO
RACCOGLIERE,TO COLLECT,FUTURO SEMPLICE,RACCOGLIERÒ,RACCOGLIERAI,RACCOGLIERÀ,RACCOGLIEREMO,RACCOGLIERETE,RACCOGLIERANNO
RACCOGLIERE,TO COLLECT,PASSATO PROSSIMO,HO RACCOLTO,HAI RACCOLTO,HA RACCOLTO,ABBIAMO RACCOLTO,AVETE RACCOLTO,HANNO RACCOLTO
RACCOGLIERE,TO COLLECT,TRAPASSATO PROSSIMO,AVEVO RACCOLTO,AVEVI RACCOLTO,AVEVA RACCOLTO,AVEVAMO RACCOLTO,AVEVATE RACCOLTO,AVEVANO RACCOLTO
RACCOGLIERE,TO COLLECT,TRAPASSATO REMOTO,EBBI RACCOLTO,AVESTI RACCOLTO,EBBE RACCOLTO,AVEMMO RACCOLTO,AVESTE RACCOLTO,EBBERO RACCOLTO
RACCOGLIERE,TO COLLECT,FUTURO ANTERIORE,AVRÒ RACCOLTO,AVRAI RACCOLTO,AVRÀ RACCOLTO,AVREMO RACCOLTO,AVRETE RACCOLTO,AVRANNO RACCOLTO
RACCOGLIERE,TO COLLECT,PRESENTE CONGIUNTIVO,RACCOLGA,RACCOLGA,RACCOLGA,RACCOGLIAMO,RACCOGLIATE,RACCOLGANO
RACCOGLIERE,TO COLLECT,IMPERFETTO CONGIUNTIVO,RACCOGLIESSI,RACCOGLIESSI,RACCOGLIESSE,RACCOGLIESSIMO,RACCOGLIESTE,RACCOGLIESSERO
RACCOGLIERE,TO COLLECT,PASSATO CONGIUNTIVO,ABBIA RACCOLTO,ABBIA RACCOLTO,ABBIA RACCOLTO,ABBIAMO RACCOLTO,ABBIATE RACCOLTO,ABBIANO RACCOLTO
RACCOGLIERE,TO COLLECT,TRAPASSATO CONGIUNTIVO,AVESSI RACCOLTO,AVESSI RACCOLTO,AVESSE RACCOLTO,AVESSIMO RACCOLTO,AVESTE RACCOLTO,AVESSERO RACCOLTO
RACCOGLIERE,TO COLLECT,PRESENTE CONDIZIONALE,RACCOGLIEREI,RACCOGLIERESTI,RACCOGLIEREBBE,RACCOGLIEREMMO,RACCOGLIERESTE,RACCOGLIEREBBERO
RACCOGLIERE,TO COLLECT,PASSATO CONDIZIONALE,AVREI RACCOLTO,AVRESTI RACCOLTO,AVREBBE RACCOLTO,AVREMMO RACCOLTO,AVRESTE RACCOLTO,AVREBBERO RACCOLTO
RACCOGLIERE,TO COLLECT,IMPERATIVO,,RACCOGLI,RACCOLGA,RACCOGLIAMO,RACCOGLIETE,RACCOLGANO
AMARE,TO LOVE,PRESENTE,AMO,AMI,AMA,AMIAMO,AMATE,AMANO
AMARE,TO LOVE,IMPERFETTO,AMAVO,AMAVI,AMAVA,AMAVAMO,AMAVATE,AMAVANO
AMARE,TO LOVE,PASSATO REMOTO,AMAI,AMASTI,AMÒ,AMAMMO,AMASTE,AMARONO
AMARE,TO LOVE,FUTURO SEMPLICE,AMERÒ,AMERAI,AMERÀ,AMEREMO,AMERETE,AMERANNO
AMARE,TO LOVE,PASSATO PROSSIMO,HO AMATO,HAI AMATO,HA AMATO,ABBIAMO AMATO,AVETE AMATO,HANNO AMATO
AMARE,TO LOVE,TRAPASSATO PROSSIMO,AVEVO AMATO,AVEVI AMATO,AVEVA AMATO,AVEVAMO AMATO,AVEVATE AMATO,AVEVANO AMATO
AMARE,TO LOVE,TRAPASSATO REMOTO,EBBI AMATO,AVESTI AMATO,EBBE AMATO,AVEMMO AMATO,AVESTE AMATO,EBBERO AMATO
AMARE,TO LOVE,FUTURO ANTERIORE,AVRÒ AMATO,AVRAI AMATO,AVRÀ AMATO,AVREMO AMATO,AVRETE AMATO,AVRANNO AMATO
AMARE,TO LOVE,PRESENTE CONGIUNTIVO,AMI,AMI,AMI,AMIAMO,AMIATE,AMINO
AMARE,TO LOVE,IMPERFETTO CONGIUNTIVO,AMASSI,AMASSI,AMASSE,AMASSIMO,AMASTE,AMASSERO
AMARE,TO LOVE,PASSATO CONGIUNTIVO,ABBIA AMATO,ABBIA AMATO,ABBIA AMATO,ABBIAMO AMATO,ABBIATE AMATO,ABBIANO AMATO
AMARE,TO LOVE,TRAPASSATO CONGIUNTIVO,AVESSI AMATO,AVESSI AMATO,AVESSE AMATO,AVESSIMO AMATO,AVESTE AMATO,AVESSERO AMATO
AMARE,TO LOVE,PRESENTE CONDIZIONALE,AMEREI,AMERESTI,AMEREBBE,AMEREMMO,AMERESTE,AMEREBBERO
AMARE,TO LOVE,PASSATO CONDIZIONALE,AVREI AMATO,AVRESTI AMATO,AVREBBE AMATO,AVREMMO AMATO,AVRESTE AMATO,AVREBBERO AMATO
AMARE,TO LOVE,IMPERATIVO,,AMA,AMI,AMIAMO,AMATE,AMINO
CURARE,TO CURE,PRESENTE,CURO,CURI,CURA,CURIAMO,CURATE,CURANO
CURARE,TO CURE,IMPERFETTO,CURAVO,CURAVI,CURAVA,CURAVAMO,CURAVATE,CURAVANO
CURARE,TO CURE,PASSATO REMOTO,CURAI,CURASTI,CURÒ,CURAMMO,CURASTE,CURARONO
CURARE,TO CURE,FUTURO SEMPLICE,CURERÒ,CURERAI,CURERÀ,CUREREMO,CURERETE,CURERANNO
CURARE,TO CURE,PASSATO PROSSIMO,HO CURATO,HAI CURATO,HA CURATO,ABBIAMO CURATO,AVETE CURATO,HANNO CURATO
CURARE,TO CURE,TRAPASSATO PROSSIMO,AVEVO CURATO,AVEVI CURATO,AVEVA CURATO,AVEVAMO CURATO,AVEVATE CURATO,AVEVANO CURATO
CURARE,TO CURE,TRAPASSATO REMOTO,EBBI CURATO,AVESTI CURATO,EBBE CURATO,AVEMMO CURATO,AVESTE CURATO,EBBERO CURATO
CURARE,TO CURE,FUTURO ANTERIORE,AVRÒ CURATO,AVRAI CURATO,AVRÀ CURATO,AVREMO CURATO,AVRETE CURATO,AVRANNO CURATO
CURARE,TO CURE,PRESENTE CONGIUNTIVO,CURI,CURI,CURI,CURIAMO,CURIATE,CURINO
CURARE,TO CURE,IMPERFETTO CONGIUNTIVO,CURASSI,CURASSI,CURASSE,CURASSIMO,CURASTE,CURASSERO
CURARE,TO CURE,PASSATO CONGIUNTIVO,ABBIA CURATO,ABBIA CURATO,ABBIA CURATO,ABBIAMO CURATO,ABBIATE CURATO,ABBIANO CURATO
CURARE,TO CURE,TRAPASSATO CONGIUNTIVO,AVESSI CURATO,AVESSI CURATO,AVESSE CURATO,AVESSIMO CURATO,AVESTE CURATO,AVESSERO CURATO
CURARE,TO CURE,PRESENTE CONDIZIONALE,CUREREI,CURERESTI,CUREREBBE,CUREREMMO,CURERESTE,CUREREBBERO
CURARE,TO CURE,PASSATO CONDIZIONALE,AVREI CURATO,AVRESTI CURATO,AVREBBE CURATO,AVREMMO CURATO,AVRESTE CURATO,AVREBBERO CURATO
CURARE,TO CURE,IMPERATIVO,,CURA,CURI,CURIAMO,CURATE,CURINO
NEGOZIARE,TO NEGOTIATE,PRESENTE,NEGOZIO,NEGOZI,NEGOZIA,NEGOZIAMO,NEGOZIATE,NEGOZIANO
NEGOZIARE,TO NEGOTIATE,IMPERFETTO,NEGOZIAVO,NEGOZIAVI,NEGOZIAVA,NEGOZIAVAMO,NEGOZIAVATE,NEGOZIAVANO
NEGOZIARE,TO NEGOTIATE,PASSATO REMOTO,NEGOZIAI,NEGOZIASTI,NEGOZIÒ,NEGOZIAMMO,NEGOZIASTE,NEGOZIARONO
NEGOZIARE,TO NEGOTIATE,FUTURO SEMPLICE,NEGOZIERÒ,NEGOZIERAI,NEGOZIERÀ,NEGOZIEREMO,NEGOZIERETE,NEGOZIERANNO
NEGOZIARE,TO NEGOTIATE,PASSATO PROSSIMO,HO NEGOZIATO,HAI NEGOZIATO,HA NEGOZIATO,ABBIAMO NEGOZIATO,AVETE NEGOZIATO,HANNO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,TRAPASSATO PROSSIMO,AVEVO NEGOZIATO,AVEVI NEGOZIATO,AVEVA NEGOZIATO,AVEVAMO NEGOZIATO,AVEVATE NEGOZIATO,AVEVANO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,TRAPASSATO REMOTO,EBBI NEGOZIATO,AVESTI NEGOZIATO,EBBE NEGOZIATO,AVEMMO NEGOZIATO,AVESTE NEGOZIATO,EBBERO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,FUTURO ANTERIORE,AVRÒ NEGOZIATO,AVRAI NEGOZIATO,AVRÀ NEGOZIATO,AVREMO NEGOZIATO,AVRETE NEGOZIATO,AVRANNO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,PRESENTE CONGIUNTIVO,NEGOZI,NEGOZI,NEGOZI,NEGOZIAMO,NEGOZIATE,NEGOZINO
NEGOZIARE,TO NEGOTIATE,IMPERFETTO CONGIUNTIVO,NEGOZIASSI,NEGOZIASSI,NEGOZIASSE,NEGOZIASSIMO,NEGOZIASTE,NEGOZIASSERO
NEGOZIARE,TO NEGOTIATE,PASSATO CONGIUNTIVO,ABBIA NEGOZIATO,ABBIA NEGOZIATO,ABBIA NEGOZIATO,ABBIAMO NEGOZIATO,ABBIATE NEGOZIATO,ABBIANO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,TRAPASSATO CONGIUNTIVO,AVESSI NEGOZIATO,AVESSI NEGOZIATO,AVESSE NEGOZIATO,AVESSIMO NEGOZIATO,AVESTE NEGOZIATO,AVESSERO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,PRESENTE CONDIZIONALE,NEGOZIEREI,NEGOZIERESTI,NEGOZIEREBBE,NEGOZIEREMMO,NEGOZIERESTE,NEGOZIEREBBERO
NEGOZIARE,TO NEGOTIATE,PASSATO CONDIZIONALE,AVREI NEGOZIATO,AVRESTI NEGOZIATO,AVREBBE NEGOZIATO,AVREMMO NEGOZIATO,AVRESTE NEGOZIATO,AVREBBERO NEGOZIATO
NEGOZIARE,TO NEGOTIATE,IMPERATIVO,,NEGOZIA,NEGOZI,NEGOZIAMO,NEGOZIATE,NEGOZINO
SCAMBIARE,TO EXCHANGE,PRESENTE,SCAMBIO,SCAMBI,SCAMBIA,SCAMBIAMO,SCAMBIATE,SCAMBIANO
SCAMBIARE,TO EXCHANGE,IMPERFETTO,SCAMBIAVO,SCAMBIAVI,SCAMBIAVA,SCAMBIAVAMO,SCAMBIAVATE,SCAMBIAVANO
SCAMBIARE,TO EXCHANGE,PASSATO REMOTO,SCAMBIAI,SCAMBIASTI,SCAMBIÒ,SCAMBIAMMO,SCAMBIASTE,SCAMBIARONO
SCAMBIARE,TO EXCHANGE,FUTURO SEMPLICE,SCAMBIERÒ,SCAMBIERAI,SCAMBIERÀ,SCAMBIEREMO,SCAMBIERETE,SCAMBIERANNO
SCAMBIARE,TO EXCHANGE,PASSATO PROSSIMO,HO SCAMBIATO,HAI SCAMBIATO,HA SCAMBIATO,ABBIAMO SCAMBIATO,AVETE SCAMBIATO,HANNO SCAMBIATO
SCAMBIARE,TO EXCHANGE,TRAPASSATO PROSSIMO,AVEVO SCAMBIATO,AVEVI SCAMBIATO,AVEVA SCAMBIATO,AVEVAMO SCAMBIATO,AVEVATE SCAMBIATO,AVEVANO SCAMBIATO
SCAMBIARE,TO EXCHANGE,TRAPASSATO REMOTO,EBBI SCAMBIATO,AVESTI SCAMBIATO,EBBE SCAMBIATO,AVEMMO SCAMBIATO,AVESTE SCAMBIATO,EBBERO SCAMBIATO
SCAMBIARE,TO EXCHANGE,FUTURO ANTERIORE,AVRÒ SCAMBIATO,AVRAI SCAMBIATO,AVRÀ SCAMBIATO,AVREMO SCAMBIATO,AVRETE SCAMBIATO,AVRANNO SCAMBIATO
SCAMBIARE,TO EXCHANGE,PRESENTE CONGIUNTIVO,SCAMBI,SCAMBI,SCAMBI,SCAMBIAMO,SCAMBIATE,SCAMBINO
SCAMBIARE,TO EXCHANGE,IMPERFETTO CONGIUNTIVO,SCAMBIASSI,SCAMBIASSI,SCAMBIASSE,SCAMBIASSIMO,SCAMBIASTE,SCAMBIASSERO
SCAMBIARE,TO EXCHANGE,PASSATO CONGIUNTIVO,ABBIA SCAMBIATO,ABBIA SCAMBIATO,ABBIA SCAMBIATO,ABBIAMO SCAMBIATO,ABBIATE SCAMBIATO,ABBIANO SCAMBIATO
SCAMBIARE,TO EXCHANGE,TRAPASSATO CONGIUNTIVO,AVESSI SCAMBIATO,AVESSI SCAMBIATO,AVESSE SCAMBIATO,AVESSIMO SCAMBIATO,AVESTE SCAMBIATO,AVESSERO SCAMBIATO
SCAMBIARE,TO EXCHANGE,PRESENTE CONDIZIONALE,SCAMBIEREI,SCAMBIERESTI,SCAMBIEREBBE,SCAMBIEREMMO,SCAMBIERESTE,SCAMBIEREBBERO
SCAMBIARE,TO EXCHANGE,PASSATO CONDIZIONALE,AVREI SCAMBIATO,AVRESTI SCAMBIATO,AVREBBE SCAMBIATO,AVREMMO SCAMBIATO,AVRESTE SCAMBIATO,AVREBBERO SCAMBIATO
SCAMBIARE,TO EXCHANGE,IMPERATIVO,,SCAMBIA,SCAMBI,SCAMBIAMO,SCAMBIATE,SCAMBINO
STAMPARE,TO PRINT,PRESENTE,STAMPO,STAMPI,STAMPA,STAMPIAMO,STAMPATE,STAMPANO
STAMPARE,TO PRINT,IMPERFETTO,STAMPAVO,STAMPAVI,STAMPAVA,STAMPAVAMO,STAMPAVATE,STAMPAVANO
STAMPARE,TO PRINT,PASSATO REMOTO,STAMPAI,STAMPASTI,STAMPÒ,STAMPAMMO,STAMPASTE,STAMPARONO
STAMPARE,TO PRINT,FUTURO SEMPLICE,STAMPERÒ,STAMPERAI,STAMPERÀ,STAMPEREMO,STAMPERETE,STAMPERANNO
STAMPARE,TO PRINT,PASSATO PROSSIMO,HO STAMPATO,HAI STAMPATO,HA STAMPATO,ABBIAMO STAMPATO,AVETE STAMPATO,HANNO STAMPATO
STAMPARE,TO PRINT,TRAPASSATO PROSSIMO,AVEVO STAMPATO,AVEVI STAMPATO,AVEVA STAMPATO,AVEVAMO STAMPATO,AVEVATE STAMPATO,AVEVANO STAMPATO
STAMPARE,TO PRINT,TRAPASSATO REMOTO,EBBI STAMPATO,AVESTI STAMPATO,EBBE STAMPATO,AVEMMO STAMPATO,AVESTE STAMPATO,EBBERO STAMPATO
STAMPARE,TO PRINT,FUTURO ANTERIORE,AVRÒ STAMPATO,AVRAI STAMPATO,AVRÀ STAMPATO,AVREMO STAMPATO,AVRETE STAMPATO,AVRANNO STAMPATO
STAMPARE,TO PRINT,PRESENTE CONGIUNTIVO,STAMPI,STAMPI,STAMPI,STAMPIAMO,STAMPIATE,STAMPINO
STAMPARE,TO PRINT,IMPERFETTO CONGIUNTIVO,STAMPASSI,STAMPASSI,STAMPASSE,STAMPASSIMO,STAMPASTE,STAMPASSERO
STAMPARE,TO PRINT,PASSATO CONGIUNTIVO,ABBIA STAMPATO,ABBIA STAMPATO,ABBIA STAMPATO,ABBIAMO STAMPATO,ABBIATE STAMPATO,ABBIANO STAMPATO
STAMPARE,TO PRINT,TRAPASSATO CONGIUNTIVO,AVESSI STAMPATO,AVESSI STAMPATO,AVESSE STAMPATO,AVESSIMO STAMPATO,AVESTE STAMPATO,AVESSERO STAMPATO
STAMPARE,TO PRINT,PRESENTE CONDIZIONALE,STAMPEREI,STAMPERESTI,STAMPEREBBE,STAMPEREMMO,STAMPERESTE,STAMPEREBBERO
STAMPARE,TO PRINT,PASSATO CONDIZIONALE,AVREI STAMPATO,AVRESTI STAMPATO,AVREBBE STAMPATO,AVREMMO STAMPATO,AVRESTE STAMPATO,AVREBBERO STAMPATO
STAMPARE,TO PRINT,IMPERATIVO,,STAMPA,STAMPI,STAMPIAMO,STAMPATE,STAMPINO
LITIGARE,TO ARGUE,PRESENTE,LITIGO,LITIGHI,LITIGA,LITIGHIAMO,LITIGATE,LITIGANO
LITIGARE,TO ARGUE,IMPERFETTO,LITIGAVO,LITIGAVI,LITIGAVA,LITIGAVAMO,LITIGAVATE,LITIGAVANO
LITIGARE,TO ARGUE,PASSATO REMOTO,LITIGAI,LITIGASTI,LITIGÒ,LITIGAMMO,LITIGASTE,LITIGARONO
LITIGARE,TO ARGUE,FUTURO SEMPLICE,LITIGHERÒ,LITIGHERAI,LITIGHERÀ,LITIGHEREMO,LITIGHERETE,LITIGHERANNO
LITIGARE,TO ARGUE,PASSATO PROSSIMO,HO LITIGATO,HAI LITIGATO,HA LITIGATO,ABBIAMO LITIGATO,AVETE LITIGATO,HANNO LITIGATO
LITIGARE,TO ARGUE,TRAPASSATO PROSSIMO,AVEVO LITIGATO,AVEVI LITIGATO,AVEVA LITIGATO,AVEVAMO LITIGATO,AVEVATE LITIGATO,AVEVANO LITIGATO
LITIGARE,TO ARGUE,TRAPASSATO REMOTO,EBBI LITIGATO,AVESTI LITIGATO,EBBE LITIGATO,AVEMMO LITIGATO,AVESTE LITIGATO,EBBERO LITIGATO
LITIGARE,TO ARGUE,FUTURO ANTERIORE,AVRÒ LITIGATO,AVRAI LITIGATO,AVRÀ LITIGATO,AVREMO LITIGATO,AVRETE LITIGATO,AVRANNO LITIGATO
LITIGARE,TO ARGUE,PRESENTE CONGIUNTIVO,LITIGHI,LITIGHI,LITIGHI,LITIGHIAMO,LITIGHIATE,LITIGHINO
LITIGARE,TO ARGUE,IMPERFETTO CONGIUNTIVO,LITIGASSI,LITIGASSI,LITIGASSE,LITIGASSIMO,LITIGASTE,LITIGASSERO
LITIGARE,TO ARGUE,PASSATO CONGIUNTIVO,ABBIA LITIGATO,ABBIA LITIGATO,ABBIA LITIGATO,ABBIAMO LITIGATO,ABBIATE LITIGATO,ABBIANO LITIGATO
LITIGARE,TO ARGUE,TRAPASSATO CONGIUNTIVO,AVESSI LITIGATO,AVESSI LITIGATO,AVESSE LITIGATO,AVESSIMO LITIGATO,AVESTE LITIGATO,AVESSERO LITIGATO
LITIGARE,TO ARGUE,PRESENTE CONDIZIONALE,LITIGHEREI,LITIGHERESTI,LITIGHEREBBE,LITIGHEREMMO,LITIGHERESTE,LITIGHEREBBERO
LITIGARE,TO ARGUE,PASSATO CONDIZIONALE,AVREI LITIGATO,AVRESTI LITIGATO,AVREBBE LITIGATO,AVREMMO LITIGATO,AVRESTE LITIGATO,AVREBBERO LITIGATO
LITIGARE,TO ARGUE,IMPERATIVO,,LITIGA,LITIGHI,LITIGHIAMO,LITIGATE,LITIGHINO
SPENDERE,TO SPEND,PRESENTE,SPENDO,SPENDI,SPENDE,SPENDIAMO,SPENDETE,SPENDONO
SPENDERE,TO SPEND,IMPERFETTO,SPENDEVO,SPENDEVI,SPENDEVA,SPENDEVAMO,SPENDEVATE,SPENDEVANO
SPENDERE,TO SPEND,PASSATO REMOTO,SPESI,SPENDESTI,SPESE,SPENDEMMO,SPENDESTE,SPESERO
SPENDERE,TO SPEND,FUTURO SEMPLICE,SPENDERÒ,SPENDERAI,SPENDERÀ,SPENDEREMO,SPENDERETE,SPENDERANNO
SPENDERE,TO SPEND,PASSATO PROSSIMO,HO SPESO,HAI SPESO,HA SPESO,ABBIAMO SPESO,AVETE SPESO,HANNO SPESO
SPENDERE,TO SPEND,TRAPASSATO PROSSIMO,AVEVO SPESO,AVEVI SPESO,AVEVA SPESO,AVEVAMO SPESO,AVEVATE SPESO,AVEVANO SPESO
SPENDERE,TO SPEND,TRAPASSATO REMOTO,EBBI SPESO,AVESTI SPESO,EBBE SPESO,AVEMMO SPESO,AVESTE SPESO,EBBERO SPESO
SPENDERE,TO SPEND,FUTURO ANTERIORE,AVRÒ SPESO,AVRAI SPESO,AVRÀ SPESO,AVREMO SPESO,AVRETE SPESO,AVRANNO SPESO
SPENDERE,TO SPEND,PRESENTE CONGIUNTIVO,SPENDA,SPENDA,SPENDA,SPENDIAMO,SPENDIATE,SPENDANO
SPENDERE,TO SPEND,IMPERFETTO CONGIUNTIVO,SPENDESSI,SPENDESSI,SPENDESSE,SPENDESSIMO,SPENDESTE,SPENDESSERO
SPENDERE,TO SPEND,PASSATO CONGIUNTIVO,ABBIA SPESO,ABBIA SPESO,ABBIA SPESO,ABBIAMO SPESO,ABBIATE SPESO,ABBIANO SPESO
SPENDERE,TO SPEND,TRAPASSATO CONGIUNTIVO,AVESSI SPESO,AVESSI SPESO,AVESSE SPESO,AVESSIMO SPESO,AVESTE SPESO,AVESSERO SPESO
SPENDERE,TO SPEND,PRESENTE CONDIZIONALE,SPENDEREI,SPENDERESTI,SPENDEREBBE,SPENDEREMMO,SPENDERESTE,SPENDEREBBERO
SPENDERE,TO SPEND,PASSATO CONDIZIONALE,AVREI SPESO,AVRESTI SPESO,AVREBBE SPESO,AVREMMO SPESO,AVRESTE SPESO,AVREBBERO SPESO
SPENDERE,TO SPEND,IMPERATIVO,,SPENDI,SPENDA,SPENDIAMO,SPENDETE,SPENDANO
CONDANNARE,TO SENTENCE,PRESENTE,CONDANNO,CONDANNI,CONDANNA,CONDANNIAMO,CONDANNATE,CONDANNANO
CONDANNARE,TO SENTENCE,IMPERFETTO,CONDANNAVO,CONDANNAVI,CONDANNAVA,CONDANNAVAMO,CONDANNAVATE,CONDANNAVANO
CONDANNARE,TO SENTENCE,PASSATO REMOTO,CONDANNAI,CONDANNASTI,CONDANNÒ,CONDANNAMMO,CONDANNASTE,CONDANNARONO
CONDANNARE,TO SENTENCE,FUTURO SEMPLICE,CONDANNERÒ,CONDANNERAI,CONDANNERÀ,CONDANNEREMO,CONDANNERETE,CONDANNERANNO
CONDANNARE,TO SENTENCE,PASSATO PROSSIMO,HO CONDANNATO,HAI CONDANNATO,HA CONDANNATO,ABBIAMO CONDANNATO,AVETE CONDANNATO,HANNO CONDANNATO
CONDANNARE,TO SENTENCE,TRAPASSATO PROSSIMO,AVEVO CONDANNATO,AVEVI CONDANNATO,AVEVA CONDANNATO,AVEVAMO CONDANNATO,AVEVATE CONDANNATO,AVEVANO CONDANNATO
CONDANNARE,TO SENTENCE,TRAPASSATO REMOTO,EBBI CONDANNATO,AVESTI CONDANNATO,EBBE CONDANNATO,AVEMMO CONDANNATO,AVESTE CONDANNATO,EBBERO CONDANNATO
CONDANNARE,TO SENTENCE,FUTURO ANTERIORE,AVRÒ CONDANNATO,AVRAI CONDANNATO,AVRÀ CONDANNATO,AVREMO CONDANNATO,AVRETE CONDANNATO,AVRANNO CONDANNATO
CONDANNARE,TO SENTENCE,PRESENTE CONGIUNTIVO,CONDANNI,CONDANNI,CONDANNI,CONDANNIAMO,CONDANNIATE,CONDANNINO
CONDANNARE,TO SENTENCE,IMPERFETTO CONGIUNTIVO,CONDANNASSI,CONDANNASSI,CONDANNASSE,CONDANNASSIMO,CONDANNASTE,CONDANNASSERO
CONDANNARE,TO SENTENCE,PASSATO CONGIUNTIVO,ABBIA CONDANNATO,ABBIA CONDANNATO,ABBIA CONDANNATO,ABBIAMO CONDANNATO,ABBIATE CONDANNATO,ABBIANO CONDANNATO
CONDANNARE,TO SENTENCE,TRAPASSATO CONGIUNTIVO,AVESSI CONDANNATO,AVESSI CONDANNATO,AVESSE CONDANNATO,AVESSIMO CONDANNATO,AVESTE CONDANNATO,AVESSERO CONDANNATO
CONDANNARE,TO SENTENCE,PRESENTE CONDIZIONALE,CONDANNEREI,CONDANNERESTI,CONDANNEREBBE,CONDANNEREMMO,CONDANNERESTE,CONDANNEREBBERO
CONDANNARE,TO SENTENCE,PASSATO CONDIZIONALE,AVREI CONDANNATO,AVRESTI CONDANNATO,AVREBBE CONDANNATO,AVREMMO CONDANNATO,AVRESTE CONDANNATO,AVREBBERO CONDANNATO
CONDANNARE,TO SENTENCE,IMPERATIVO,,CONDANNA,CONDANNI,CONDANNIAMO,CONDANNATE,CONDANNINO
RAGGIUNGERE,"TO ACHIEVE, TO ATTAIN",PRESENTE,RAGGIUNGO,RAGGIUNGI,RAGGIUNGE,RAGGIUNGIAMO,RAGGIUNGETE,RAGGIUNGONO
